1,254,255
3,252,255
5,250,255
7,248,255
9,246,255
11,244,255
13,242,255
15,240,255
17,238,255
18,237,255
21,234,255
22,233,255
25,230,255
26,229,255
29,226,255
30,225,255
33,222,255
35,220,255
36,219,255
39,216,255
41,214,255
43,212,255
44,211,255
47,208,255
49,206,255
51,204,255
52,203,255
55,200,255
57,198,255
59,196,255
60,195,255
63,192,255
65,190,255
67,188,255
69,186,255
71,184,255
73,182,255
74,181,255
77,178,255
79,176,255
81,174,255
83,172,255
85,170,255
87,168,255
89,166,255
90,165,255
93,162,255
95,160,255
97,158,255
99,156,255
101,154,255
103,152,255
105,150,255
106,149,255
109,146,255
111,144,255
113,142,255
115,140,255
117,138,255
119,136,255
121,134,255
122,133,255
125,130,255
127,128,255
129,126,255
131,124,255
133,122,255
135,120,255
137,118,255
139,116,255
141,114,255
143,112,255
145,110,255
147,108,255
149,106,255
150,105,255
153,102,255
155,100,255
157,98,255
159,96,255
161,94,255
163,92,255
165,90,255
167,88,255
169,86,255
171,84,255
173,82,255
175,80,255
177,78,255
179,76,255
181,74,255
182,73,255
185,70,255
187,68,255
189,66,255
191,64,255
193,62,255
195,60,255
197,58,255
199,56,255
201,54,255
203,52,255
205,50,255
207,48,255
209,46,255
211,44,255
213,42,255
214,41,255
217,38,255
219,36,255
221,34,255
223,32,255
225,30,255
227,28,255
229,26,255
231,24,255
233,22,255
235,20,255
237,18,255
239,16,255
241,14,255
243,12,255
245,10,255
246,9,255
249,6,255
251,4,255
253,2,255
255,0,255
