246,251,253
245,250,252
243,249,252
242,248,251
241,247,250
239,246,250
238,245,249
236,244,249
235,243,248
234,243,248
232,241,247
231,241,247
229,239,246
228,239,246
226,237,245
225,237,245
223,235,244
221,234,243
220,233,242
217,230,241
215,229,240
212,227,239
211,226,239
208,224,237
206,223,236
204,221,236
203,220,235
200,218,234
198,216,233
196,215,232
195,214,232
192,212,230
190,210,230
188,209,229
186,207,228
183,206,227
181,204,227
180,204,226
177,201,225
175,200,224
173,199,224
171,197,223
169,196,222
167,194,221
165,193,220
164,192,220
161,190,219
159,188,218
157,186,217
156,184,216
155,182,215
154,179,213
153,177,212
152,176,211
150,172,210
149,170,208
148,167,207
147,165,206
146,163,205
145,160,203
144,158,202
143,157,201
141,153,200
140,151,198
140,148,197
140,145,196
140,143,194
140,140,193
140,137,192
140,134,190
140,132,189
140,129,188
140,126,186
140,124,185
140,121,184
140,120,183
140,116,181
140,113,180
140,110,179
140,108,177
140,105,176
140,102,175
139,100,173
139,97,172
139,94,171
139,92,170
138,89,168
138,86,167
138,84,166
138,81,165
137,79,163
137,77,163
137,73,161
137,71,160
136,68,158
136,65,157
136,62,155
135,59,153
135,56,151
134,53,149
134,50,147
133,47,145
133,43,143
133,40,141
132,37,139
132,34,137
131,31,134
131,29,133
130,25,130
130,21,128
129,18,126
129,15,124
126,14,121
123,13,118
119,12,115
116,11,112
113,10,109
110,9,106
106,8,103
103,8,100
100,7,97
97,6,93
93,5,90
92,4,89
87,3,84
84,2,81
80,1,78
77,0,75
