2,1,2
5,2,5
8,3,8
11,4,12
14,5,15
16,7,19
18,8,23
20,10,27
22,12,31
22,13,33
24,16,39
25,17,41
26,20,47
26,22,49
27,26,54
27,27,56
27,31,61
26,34,64
26,36,65
25,40,69
25,44,71
24,47,73
24,49,74
23,54,76
22,57,77
22,61,78
22,63,78
21,68,79
21,71,78
21,75,78
21,77,78
21,82,76
22,85,75
23,88,74
24,91,72
25,94,71
27,97,69
28,99,68
31,103,65
34,105,63
37,107,61
40,109,59
43,111,57
47,113,55
51,115,53
53,116,53
60,118,50
65,119,49
70,120,48
76,121,47
81,121,47
87,122,47
93,122,47
96,122,47
105,123,48
111,123,49
117,123,51
123,122,53
129,122,55
135,122,58
141,122,61
144,122,62
153,121,68
159,121,72
164,121,76
169,121,81
174,121,86
179,121,91
183,121,97
188,121,103
191,121,109
195,122,115
198,122,121
201,123,127
204,124,134
205,125,137
208,126,147
209,128,153
211,129,160
211,131,166
212,133,172
212,135,178
213,137,184
212,140,190
212,142,195
211,145,201
210,148,206
210,151,210
208,154,215
207,157,219
206,161,223
205,162,224
203,168,229
202,171,232
200,175,234
199,178,237
198,182,238
197,186,240
196,189,241
195,193,242
194,197,243
194,200,243
193,204,243
193,207,243
194,210,243
194,214,243
195,217,243
195,218,242
197,223,242
198,225,241
200,228,240
202,231,240
204,233,239
207,235,239
209,237,239
212,239,239
215,241,239
219,243,239
222,244,239
226,246,240
229,247,241
233,248,242
237,250,244
239,250,244
244,252,247
248,253,250
251,254,252
255,255,255
