254,246,251
253,245,250
252,244,250
251,243,249
250,242,248
248,241,248
247,240,247
246,239,247
245,238,246
244,238,246
242,236,245
242,236,245
240,234,244
240,234,244
238,232,243
237,232,243
235,230,242
233,229,241
232,228,240
230,226,239
228,225,239
226,223,238
225,223,237
223,221,236
221,219,236
219,218,235
218,217,234
216,215,233
214,214,233
212,212,232
211,212,231
209,210,230
206,208,230
204,207,229
201,206,228
198,204,227
196,203,227
194,203,226
191,201,225
188,199,225
185,198,224
183,197,223
180,196,223
177,194,222
175,193,221
173,193,221
169,191,220
167,189,219
164,188,218
161,187,218
158,186,217
154,184,216
151,183,215
150,182,215
145,181,214
142,179,213
139,178,212
136,177,212
132,176,211
129,174,210
126,173,209
125,172,209
120,171,208
117,169,207
113,168,206
109,166,205
105,165,204
101,163,203
98,162,203
94,160,202
90,158,201
86,157,200
82,155,199
78,154,198
74,152,197
72,151,196
66,149,195
63,147,194
59,146,193
55,144,192
52,142,191
48,140,190
45,138,189
42,136,188
39,134,187
36,132,186
33,130,185
30,128,184
27,126,183
24,124,182
21,122,181
19,121,181
15,118,179
12,116,178
8,114,177
5,112,176
5,111,174
5,109,172
5,108,170
5,107,167
5,105,165
5,104,163
5,103,161
5,101,159
4,100,157
4,98,154
4,97,152
4,96,151
4,94,148
4,93,146
4,91,143
4,90,141
4,88,138
4,86,135
4,84,131
4,82,128
3,79,125
3,77,121
3,75,118
3,73,115
3,71,111
3,69,108
3,67,105
3,66,103
2,62,98
2,60,95
2,58,91
2,56,88
