66,2,77
70,5,82
75,8,86
79,12,90
83,15,95
87,18,99
92,21,104
96,25,108
100,28,112
102,30,115
108,35,121
111,36,123
117,41,130
119,43,132
123,52,136
124,54,138
128,63,143
131,68,146
132,71,147
137,79,152
139,85,155
142,90,158
143,93,160
148,101,165
150,107,168
153,112,171
155,114,172
159,120,177
163,124,179
166,129,182
167,131,184
172,137,188
176,141,191
179,145,194
182,149,196
185,154,199
188,158,202
190,160,203
195,166,207
198,170,209
201,173,211
203,177,213
206,181,215
209,184,217
212,188,219
214,190,220
218,195,223
221,199,225
224,203,227
227,206,229
230,210,231
232,213,233
233,216,234
234,217,234
235,222,236
237,224,237
238,227,238
239,230,240
240,233,241
242,235,242
243,238,243
244,239,244
245,244,246
247,246,247
245,247,245
243,246,242
241,245,239
238,245,236
236,244,234
233,244,231
231,243,228
229,243,225
226,242,222
224,242,219
222,241,217
221,241,215
217,240,211
213,238,207
209,237,203
205,235,199
201,233,195
197,232,191
193,230,187
189,228,183
185,227,179
181,225,175
177,224,171
173,222,167
169,220,163
165,218,159
159,215,154
156,213,151
147,208,144
141,204,139
135,200,134
129,197,129
123,193,124
117,190,119
111,186,114
105,183,109
99,179,104
93,176,99
88,172,95
83,168,92
78,163,89
73,159,85
68,155,82
65,153,81
58,146,76
53,142,72
48,138,69
43,134,66
38,130,62
33,125,59
28,121,56
25,117,53
23,113,51
21,109,49
19,105,47
17,101,45
15,97,42
13,92,40
11,88,38
10,86,37
6,80,34
4,76,31
2,72,29
0,68,27
